eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_index,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval,status,n_active_units
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,443,113,98.0,105.0,0.24605860564563947,0.21537477347121356,0.02654867256637168,0.008849557522123894,3.0,113.0,0.0009998000399920016,ok,113
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.04,0.09,0.05,0.01,0,0,0.065,433,397,108.0,85.0,0.23972517110629005,0.17355018694743138,0.007556675062972292,0.0025188916876574307,3.0,397.0,0.0001999600079984003,ok,397
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,433,397,108.0,85.0,0.16241889777568627,0.11389250093330808,0.007556675062972292,0.0025188916876574307,3.0,397.0,0.0005998800239952009,ok,397
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,433,392,108.0,85.0,0.12104904078541893,0.1008785463263311,0.007653061224489796,0.002551020408163265,3.0,392.0,0.0011997600479904018,ok,392
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,433,396,108.0,85.0,0.119430540705936,0.10520048213898286,0.007575757575757576,0.0025252525252525255,3.0,396.0,0.0011997600479904018,ok,396
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,433,394,108.0,85.0,0.08740928145979332,0.0638898962061577,0.007614213197969543,0.0025380710659898475,3.0,394.0,0.010797840431913617,ok,394
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,433,393,108.0,85.0,0.10748609093598295,0.041635854566630534,0.007633587786259542,0.002544529262086514,3.0,393.0,0.0687862427514497,ok,393
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.04,0.09,0.05,0.01,0,0,0.065,972,266,215.0,193.0,0.3063479605262651,0.002218655403471498,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.4573085382923415,ok,266
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,972,266,215.0,193.0,0.33185155335479216,0.00033734461500962027,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.7678464307138573,ok,266
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,972,266,215.0,193.0,0.29691726946740593,0.012136384450533394,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.07578484303139373,ok,266
